agrovet_name,region,specialty,phone,email,statement,image_path
LivestockFarmers Ltd (Wanjiku),Kajiado,farm machinery,+254117568847,livestockf_kajiado@farmershub.co.ke,"LivestockFarmers Ltd (Wanjiku), located in Kajiado County, specializes in farm machinery. Contact: +254117568847, Email: livestockf_kajiado@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\LivestockFarmers_Ltd_(Wanjiku)_6608.jpg
RuralDistributors (Njoroge),Kajiado,animal health care,+254115543504,ruraldistr_kajiado@outlook.com,"RuralDistributors (Njoroge), located in Kajiado County, specializes in animal health care. Contact: +254115543504, Email: ruraldistr_kajiado@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\RuralDistributors_(Njoroge)_6609.jpg
BioHub (Achieng),Kakamega,livestock feeds,+25476948599,biohubachi_kakamega@agrovet.co.ke,"BioHub (Achieng), located in Kakamega County, specializes in livestock feeds. Contact: +25476948599, Email: biohubachi_kakamega@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\BioHub_(Achieng)_6610.jpg
AgriDistributors (Njeri),Mombasa,fish farming supplies,+254114431384,agridistri_mombasa@agrovet.co.ke,"AgriDistributors (Njeri), located in Mombasa County, specializes in fish farming supplies. Contact: +254114431384, Email: agridistri_mombasa@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\AgriDistributors_(Njeri)_6611.jpg
AgriSolutions (Achieng),Naivasha,vaccines,+25475399030,agrisoluti_naivasha@farmershub.co.ke,"AgriSolutions (Achieng), located in Naivasha County, specializes in vaccines. Contact: +25475399030, Email: agrisoluti_naivasha@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\AgriSolutions_(Achieng)_6612.jpg
VetAgency (Mwangi),Kakamega,vaccines,+25417830756,vetagencym_kakamega@outlook.com,"VetAgency (Mwangi), located in Kakamega County, specializes in vaccines. Contact: +25417830756, Email: vetagencym_kakamega@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\VetAgency_(Mwangi)_6613.jpg
CropHub (Wanjiku),Garissa,animal health care,+25415741073,crophubwan_garissa@agrovet.co.ke,"CropHub (Wanjiku), located in Garissa County, specializes in animal health care. Contact: +25415741073, Email: crophubwan_garissa@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\CropHub_(Wanjiku)_6614.jpg
CropEnterprises (Moraa),Nakuru,dairy equipment,+25470626603,cropenterp_nakuru@yahoo.com,"CropEnterprises (Moraa), located in Nakuru County, specializes in dairy equipment. Contact: +25470626603, Email: cropenterp_nakuru@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\CropEnterprises_(Moraa)_6615.jpg
FarmMart (Barasa),Naivasha,seed distribution,+25418555582,farmmartba_naivasha@gmail.com,"FarmMart (Barasa), located in Naivasha County, specializes in seed distribution. Contact: +25418555582, Email: farmmartba_naivasha@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\FarmMart_(Barasa)_6616.jpg
PrimeHub (Omondi),Kajiado,livestock feeds,+25475108334,primehubom_kajiado@outlook.com,"PrimeHub (Omondi), located in Kajiado County, specializes in livestock feeds. Contact: +25475108334, Email: primehubom_kajiado@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\PrimeHub_(Omondi)_6617.jpg
AgroServices (Wanjiku),Garissa,crop protection chemicals,+25417018302,agroservic_garissa@agrovet.co.ke,"AgroServices (Wanjiku), located in Garissa County, specializes in crop protection chemicals. Contact: +25417018302, Email: agroservic_garissa@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\AgroServices_(Wanjiku)_6618.jpg
DairyDepot (Kilonzo),Kakamega,livestock feeds,+25412545741,dairydepot_kakamega@yahoo.com,"DairyDepot (Kilonzo), located in Kakamega County, specializes in livestock feeds. Contact: +25412545741, Email: dairydepot_kakamega@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\DairyDepot_(Kilonzo)_6619.jpg
LivestockEnterprises (Barasa),Homa Bay,seed distribution,+25412303491,livestocke_homabay@gmail.com,"LivestockEnterprises (Barasa), located in Homa Bay County, specializes in seed distribution. Contact: +25412303491, Email: livestocke_homabay@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\LivestockEnterprises_(Barasa)_6620.jpg
DairyDistributors (Otieno),Homa Bay,animal health care,+25472641819,dairydistr_homabay@gmail.com,"DairyDistributors (Otieno), located in Homa Bay County, specializes in animal health care. Contact: +25472641819, Email: dairydistr_homabay@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\DairyDistributors_(Otieno)_6621.jpg
BioAgency (Otieno),Machakos,fertilizers,+25472271014,bioagencyo_machakos@gmail.com,"BioAgency (Otieno), located in Machakos County, specializes in fertilizers. Contact: +25472271014, Email: bioagencyo_machakos@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\BioAgency_(Otieno)_6622.jpg
AnimalShop (Chebet),Isiolo,animal health care,+25414881791,animalshop_isiolo@outlook.com,"AnimalShop (Chebet), located in Isiolo County, specializes in animal health care. Contact: +25414881791, Email: animalshop_isiolo@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\AnimalShop_(Chebet)_6623.jpg
PrimeEnterprises (Koech),Nakuru,seed distribution,+254114895105,primeenter_nakuru@yahoo.com,"PrimeEnterprises (Koech), located in Nakuru County, specializes in seed distribution. Contact: +254114895105, Email: primeenter_nakuru@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\PrimeEnterprises_(Koech)_6624.jpg
VetSuppliers (Kimani),Nyeri,farm machinery,+254112157922,vetsupplie_nyeri@yahoo.com,"VetSuppliers (Kimani), located in Nyeri County, specializes in farm machinery. Contact: +254112157922, Email: vetsupplie_nyeri@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\VetSuppliers_(Kimani)_6625.jpg
GreenDepot (Otieno),Kitale,veterinary medicine,+25411485047,greendepot_kitale@agrovet.co.ke,"GreenDepot (Otieno), located in Kitale County, specializes in veterinary medicine. Contact: +25411485047, Email: greendepot_kitale@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\GreenDepot_(Otieno)_6626.jpg
AgriMart (Kilonzo),Nakuru,farm machinery,+254117596511,agrimartki_nakuru@gmail.com,"AgriMart (Kilonzo), located in Nakuru County, specializes in farm machinery. Contact: +254117596511, Email: agrimartki_nakuru@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\AgriMart_(Kilonzo)_6627.jpg
FarmCenter (Otieno),Garissa,vaccines,+254111018431,farmcenter_garissa@gmail.com,"FarmCenter (Otieno), located in Garissa County, specializes in vaccines. Contact: +254111018431, Email: farmcenter_garissa@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\FarmCenter_(Otieno)_6628.jpg
DairyEnterprises (Wanjiku),Nairobi,fertilizers,+254110504504,dairyenter_nairobi@gmail.com,"DairyEnterprises (Wanjiku), located in Nairobi County, specializes in fertilizers. Contact: +254110504504, Email: dairyenter_nairobi@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\DairyEnterprises_(Wanjiku)_6629.jpg
CropMart (Kilonzo),Kisumu,seed distribution,+25411550178,cropmartki_kisumu@farmershub.co.ke,"CropMart (Kilonzo), located in Kisumu County, specializes in seed distribution. Contact: +25411550178, Email: cropmartki_kisumu@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\CropMart_(Kilonzo)_6630.jpg
RuralSolutions (Chebet),Nakuru,farm machinery,+25410414681,ruralsolut_nakuru@agrovet.co.ke,"RuralSolutions (Chebet), located in Nakuru County, specializes in farm machinery. Contact: +25410414681, Email: ruralsolut_nakuru@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\RuralSolutions_(Chebet)_6631.jpg
PrimeWorld (Wanjiku),Homa Bay,fertilizers,+25416750823,primeworld_homabay@agrovet.co.ke,"PrimeWorld (Wanjiku), located in Homa Bay County, specializes in fertilizers. Contact: +25416750823, Email: primeworld_homabay@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\PrimeWorld_(Wanjiku)_6632.jpg
AgroShop (Cheruiyot),Kajiado,seed distribution,+25478207834,agroshopch_kajiado@outlook.com,"AgroShop (Cheruiyot), located in Kajiado County, specializes in seed distribution. Contact: +25478207834, Email: agroshopch_kajiado@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\AgroShop_(Cheruiyot)_6633.jpg
LivestockShop (Njeri),Meru,beekeeping tools,+25475483053,livestocks_meru@agrovet.co.ke,"LivestockShop (Njeri), located in Meru County, specializes in beekeeping tools. Contact: +25475483053, Email: livestocks_meru@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\LivestockShop_(Njeri)_6634.jpg
GreenEnterprises (Kimani),Nyeri,farm machinery,+254117070088,greenenter_nyeri@farmershub.co.ke,"GreenEnterprises (Kimani), located in Nyeri County, specializes in farm machinery. Contact: +254117070088, Email: greenenter_nyeri@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\GreenEnterprises_(Kimani)_6635.jpg
GreenSuppliers (Cheruiyot),Kisumu,fish farming supplies,+25479913885,greensuppl_kisumu@yahoo.com,"GreenSuppliers (Cheruiyot), located in Kisumu County, specializes in fish farming supplies. Contact: +25479913885, Email: greensuppl_kisumu@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\GreenSuppliers_(Cheruiyot)_6636.jpg
EcoShop (Koech),Busia,fish farming supplies,+254112319503,ecoshopkoe_busia@yahoo.com,"EcoShop (Koech), located in Busia County, specializes in fish farming supplies. Contact: +254112319503, Email: ecoshopkoe_busia@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\EcoShop_(Koech)_6637.jpg
HarvestFarmers Ltd (Mutiso),Machakos,seed distribution,+25417599528,harvestfar_machakos@farmershub.co.ke,"HarvestFarmers Ltd (Mutiso), located in Machakos County, specializes in seed distribution. Contact: +25417599528, Email: harvestfar_machakos@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\HarvestFarmers_Ltd_(Mutiso)_6638.jpg
VetFarmers Ltd (Omondi),Nairobi,vaccines,+254115687282,vetfarmers_nairobi@outlook.com,"VetFarmers Ltd (Omondi), located in Nairobi County, specializes in vaccines. Contact: +254115687282, Email: vetfarmers_nairobi@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\VetFarmers_Ltd_(Omondi)_6639.jpg
VetSolutions (Barasa),Machakos,beekeeping tools,+25415513203,vetsolutio_machakos@yahoo.com,"VetSolutions (Barasa), located in Machakos County, specializes in beekeeping tools. Contact: +25415513203, Email: vetsolutio_machakos@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\VetSolutions_(Barasa)_6640.jpg
EcoWorld (Otieno),Kitale,seed distribution,+25418631314,ecoworldot_kitale@outlook.com,"EcoWorld (Otieno), located in Kitale County, specializes in seed distribution. Contact: +25418631314, Email: ecoworldot_kitale@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\EcoWorld_(Otieno)_6641.jpg
AgriSuppliers (Otieno),Nakuru,fish farming supplies,+254117284941,agrisuppli_nakuru@farmershub.co.ke,"AgriSuppliers (Otieno), located in Nakuru County, specializes in fish farming supplies. Contact: +254117284941, Email: agrisuppli_nakuru@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\AgriSuppliers_(Otieno)_6642.jpg
AgroAgrovet (Mwangi),Nakuru,vaccines,+25479337382,agroagrove_nakuru@outlook.com,"AgroAgrovet (Mwangi), located in Nakuru County, specializes in vaccines. Contact: +25479337382, Email: agroagrove_nakuru@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\AgroAgrovet_(Mwangi)_6643.jpg
AgroServices (Achieng),Nairobi,fish farming supplies,+254118665741,agroservic_nairobi@outlook.com,"AgroServices (Achieng), located in Nairobi County, specializes in fish farming supplies. Contact: +254118665741, Email: agroservic_nairobi@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\AgroServices_(Achieng)_6644.jpg
FarmFarmers Ltd (Ochieng),Nakuru,veterinary medicine,+25475748343,farmfarmer_nakuru@farmershub.co.ke,"FarmFarmers Ltd (Ochieng), located in Nakuru County, specializes in veterinary medicine. Contact: +25475748343, Email: farmfarmer_nakuru@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\FarmFarmers_Ltd_(Ochieng)_6645.jpg
LivestockShop (Moraa),Kitale,animal health care,+25475401442,livestocks_kitale@farmershub.co.ke,"LivestockShop (Moraa), located in Kitale County, specializes in animal health care. Contact: +25475401442, Email: livestocks_kitale@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\LivestockShop_(Moraa)_6646.jpg
AgroCenter (Maina),Garissa,fertilizers,+25477150351,agrocenter_garissa@farmershub.co.ke,"AgroCenter (Maina), located in Garissa County, specializes in fertilizers. Contact: +25477150351, Email: agrocenter_garissa@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\AgroCenter_(Maina)_6647.jpg
